table_name,column_name,data_type_left,__key,data_type_right,db2_type_raw,pg_type_raw,db2_type_norm,pg_type_norm,notes
tarea_persona_estructura_desplazamiento,ccl_id_seccion_destino,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento||ccl_id_seccion_destino,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento,icm_id_tp_req_comision,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento||icm_id_tp_req_comision,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento,std_id_work_locat_destino,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento||std_id_work_locat_destino,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento_real,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento_real||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento_real,id_tarea_persona_estructura_desplazamiento_real,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_persona_estructura_desplazamiento_real||id_tarea_persona_estructura_desplazamiento_real,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_persona_estructura_desplazamiento_real,std_id_hr,VARGRAPHIC(9 codeunits16),tarea_persona_estructura_desplazamiento_real||std_id_hr,varchar(9),VARGRAPHIC(9 codeunits16),varchar(9),vargraphic(9),varchar(9),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento_real,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento_real||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_politica,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_politica||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_politica,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_politica||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_politica,std_id_hr,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_politica||std_id_hr,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_politica,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_politica||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_externa,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_externa||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_externa,id_tarea_persona_externa,BIGINT generated always as identity (minvalue 0),tarea_persona_externa||id_tarea_persona_externa,bigint generated always as identity,BIGINT generated always as identity (minvalue 0),bigint generated always as identity,bigint generated always as identity(minvalue 0),bigint generated always as identity,
tarea_persona_historico,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_persona_historico||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_persona_historico||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_historico||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_persona_historico||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,std_id_hr,VARGRAPHIC(9 codeunits16),tarea_persona_historico||std_id_hr,varchar(9),VARGRAPHIC(9 codeunits16),varchar(9),vargraphic(9),varchar(9),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_persona_historico||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_persona_historico||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_historico,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_historico||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_calculo,id_tipo_calculo,VARGRAPHIC(12 codeunits16),tipo_calculo||id_tipo_calculo,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_calculo_relacion_comis,id_tipo_calculo,VARGRAPHIC(12 codeunits16),tipo_calculo_relacion_comis||id_tipo_calculo,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_comision,id_tipo_comision,VARGRAPHIC(12 codeunits16),tipo_comision||id_tipo_comision,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_comision_relacion_comis,id_tipo_comision,VARGRAPHIC(12 codeunits16),tipo_comision_relacion_comis||id_tipo_comision,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_opcion_calculo,icm_id_tp_op_calc,VARGRAPHIC(24 codeunits16),tipo_opcion_calculo||icm_id_tp_op_calc,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_politica,icm_id_tp_politicas,VARGRAPHIC(24 codeunits16),tipo_politica||icm_id_tp_politicas,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_presupuesto,icm_id_tp_presupuesto,VARGRAPHIC(12 codeunits16),tipo_presupuesto||icm_id_tp_presupuesto,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_sistema_destino,icm_id_tp_sistema,VARGRAPHIC(24 codeunits16),tipo_sistema_destino||icm_id_tp_sistema,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_unidad_tiempo,icm_id_unidad_tiempo,VARGRAPHIC(24 codeunits16),tipo_unidad_tiempo||icm_id_unidad_tiempo,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_venta_concepto,icm_id_concepto_venta,VARGRAPHIC(12 codeunits16),tipo_venta_concepto||icm_id_concepto_venta,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_venta_concepto_challenge,icm_id_concepto_venta,VARGRAPHIC(12 codeunits16),tipo_venta_concepto_challenge||icm_id_concepto_venta,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tipo_venta_relacion_comis,id_tipo_venta_relacion_comis,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tipo_venta_relacion_comis||id_tipo_venta_relacion_comis,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
trabajo,id_organization,VARGRAPHIC(24 codeunits16),trabajo||id_organization,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_empresa,std_id_leg_ent,VARGRAPHIC(24 codeunits16),trabajo_ambito_empresa||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),trabajo_ambito_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_localizacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),trabajo_ambito_localizacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),trabajo_ambito_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_origen,ccl_id_origen,VARGRAPHIC(24 codeunits16),trabajo_ambito_origen||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),trabajo_ambito_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),trabajo_ambito_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_persona,std_id_leg_ent,VARGRAPHIC(54 codeunits16),trabajo_ambito_persona||std_id_leg_ent,varchar(54),VARGRAPHIC(54 codeunits16),varchar(54),vargraphic(54),varchar(54),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
trabajo_ambito_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),trabajo_ambito_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
